2,2019-06-02 04:32:50,2019-06-02 05:19:02,60
2,2019-06-02 05:13:25,2019-06-02 05:55:29,126
1,2019-06-02 05:36:09,2019-06-02 05:35:27,31
2,2019-06-02 06:37:01,2019-06-02 07:12:00,164
1,2019-06-02 06:41:27,2019-06-02 06:43:57,38
2,2019-06-02 07:14:39,2019-06-02 07:59:01,118
1,2019-06-02 07:35:49,2019-06-02 08:32:52,45
2,2019-06-02 08:02:42,2019-06-02 08:44:58,143
1,2019-06-02 08:21:09,2019-06-02 08:39:23,51
2,2019-06-02 09:16:27,2019-06-02 10:29:04,112
1,2019-06-02 09:01:05,2019-06-02 10:11:12,27
2,2019-06-02 10:36:50,2019-06-02 14:28:11,214
1,2019-06-02 10:07:13,2019-06-02 11:06:40,71
2,2019-06-02 11:35:03,2019-06-02 12:42:23,212
1,2019-06-02 11:11:59,2019-06-02 12:52:17,67
1,2019-06-02 12:34:30,2019-06-02 13:26:20,77
2,2019-06-02 12:45:12,2019-06-02 13:32:20,230
2,2019-06-02 13:07:18,2019-06-02 14:14:42,424
1,2019-06-02 13:29:49,2019-06-02 13:31:18,128
2,2019-06-02 14:00:46,2019-06-02 15:12:17,439
1,2019-06-02 14:35:55,2019-06-02 15:46:08,144
2,2019-06-02 15:01:46,2019-06-02 16:45:43,540
1,2019-06-02 15:15:20,2019-06-02 16:07:37,178
2,2019-06-02 16:31:11,2019-06-02 16:45:15,384
1,2019-06-02 16:59:17,2019-06-02 17:52:43,165
1,2019-06-02 17:52:12,2019-06-02 19:00:46,159
2,2019-06-02 17:51:12,2019-06-02 18:58:36,465
2,2019-06-02 18:15:24,2019-06-02 19:39:18,282
1,2019-06-02 18:37:31,2019-06-02 19:08:32,143
2,2019-06-02 19:01:10,2019-06-02 20:41:02,308
1,2019-06-02 19:19:18,2019-06-02 20:11:36,92
1,2019-06-02 20:28:56,2019-06-02 20:58:02,156
2,2019-06-02 20:11:28,2019-06-02 21:38:02,392
2,2019-06-02 21:28:15,2019-06-02 22:37:29,237
1,2019-06-02 21:27:27,2019-06-02 22:08:58,80
2,2019-06-02 22:04:20,2019-06-02 23:33:54,166
1,2019-06-02 22:37:26,2019-06-02 23:08:14,33
1,2019-06-02 23:46:04,2019-06-02 23:41:04,65
2,2019-06-02 23:41:29,2019-06-02 23:38:20,179
4,2019-06-02 23:58:13,2019-06-03 00:21:52,2
2,2019-06-03 00:02:51,2019-06-03 01:23:54,225
1,2019-06-03 00:45:39,2019-06-03 01:10:09,49
1,2019-06-03 01:24:42,2019-06-03 01:53:53,49
2,2019-06-03 01:57:47,2019-06-03 02:25:21,219
2,2019-06-03 02:40:29,2019-06-03 03:02:39,128
1,2019-06-03 02:27:21,2019-06-03 02:40:09,21
2,2019-06-03 03:03:50,2019-06-03 04:31:35,36
1,2019-06-03 03:08:04,2019-06-03 03:34:53,2
1,2019-06-03 04:13:39,2019-06-03 05:11:16,30
2,2019-06-03 04:53:50,2019-06-03 05:23:52,77
2,2019-06-03 05:05:42,2019-06-04 05:05:22,176
1,2019-06-03 05:53:56,2019-06-03 06:37:00,56
1,2019-06-03 06:38:30,2019-06-03 07:27:22,43
2,2019-06-03 06:14:42,2019-06-04 06:22:16,205
2,2019-06-03 07:46:29,2019-06-03 09:08:52,206
1,2019-06-03 07:29:45,2019-06-03 08:38:26,44
2,2019-06-03 08:22:10,2019-06-03 09:55:24,180
1,2019-06-03 08:38:19,2019-06-03 09:26:04,34
2,2019-06-03 09:00:37,2019-06-03 10:49:56,186
1,2019-06-03 09:49:19,2019-06-03 10:19:04,32
1,2019-06-03 10:44:15,2019-06-03 11:24:05,63
2,2019-06-03 10:12:56,2019-06-03 11:46:43,219
1,2019-06-03 11:06:23,2019-06-03 12:02:52,61
2,2019-06-03 11:25:03,2019-06-03 12:43:33,204
1,2019-06-03 12:12:21,2019-06-03 13:26:27,95
2,2019-06-03 12:11:44,2019-06-03 13:25:41,253
2,2019-06-03 13:00:20,2019-06-03 14:51:58,358
1,2019-06-03 13:59:22,2019-06-03 14:42:10,115
2,2019-06-03 14:00:35,2019-06-03 15:46:58,407
1,2019-06-03 14:58:58,2019-06-03 16:12:08,209
2,2019-06-03 15:03:12,2019-06-03 17:16:59,423
1,2019-06-03 15:23:06,2019-06-03 16:55:32,137
2,2019-06-03 16:02:10,2019-06-04 15:58:05,486
1,2019-06-03 16:48:34,2019-06-03 17:26:26,202
1,2019-06-03 17:11:32,2019-06-03 18:28:40,151
2,2019-06-03 17:53:35,2019-06-03 19:17:34,382
1,2019-06-03 18:36:21,2019-06-03 20:10:59,116
2,2019-06-03 18:10:12,2019-06-03 19:52:02,298
4,2019-06-03 18:02:25,2019-06-03 19:20:22,2
2,2019-06-03 19:00:07,2019-06-04 19:06:02,291
1,2019-06-03 19:21:23,2019-06-03 20:20:31,109
1,2019-06-03 20:31:28,2019-06-03 21:37:51,96
2,2019-06-03 20:35:38,2019-06-03 21:16:33,298
2,2019-06-03 21:02:26,2019-06-03 21:43:24,229
1,2019-06-03 21:18:16,2019-06-03 22:10:53,58
2,2019-06-03 22:03:18,2019-06-03 23:30:31,216
1,2019-06-03 22:20:35,2019-06-03 22:56:25,69
2,2019-06-03 23:05:48,2019-06-04 00:25:11,153
1,2019-06-03 23:51:48,2019-06-03 23:13:11,27
2,2019-06-04 00:52:50,2019-06-04 01:22:00,137
1,2019-06-04 00:30:38,2019-06-04 00:51:27,28
1,2019-06-04 01:08:37,2019-06-04 01:49:20,17
2,2019-06-04 01:29:13,2019-06-04 02:13:14,45
1,2019-06-04 02:00:59,2019-06-04 03:00:42,4
2,2019-06-04 03:03:14,2019-06-04 04:21:38,21
1,2019-06-04 03:57:17,2019-06-04 04:25:08,2
2,2019-06-04 04:41:23,2019-06-04 05:11:45,45
1,2019-06-04 04:37:13,2019-06-04 05:09:24,11
1,2019-06-04 05:38:47,2019-06-04 05:34:51,38
2,2019-06-04 05:35:37,2019-06-04 06:28:48,127
2,2019-06-04 06:36:30,2019-06-05 06:16:26,125
1,2019-06-04 06:21:18,2019-06-04 07:00:51,58
2,2019-06-04 07:00:00,2019-06-04 08:12:16,115
1,2019-06-04 07:48:32,2019-06-04 08:25:08,48
2,2019-06-04 08:27:00,2019-06-05 08:04:51,85
1,2019-06-04 08:59:15,2019-06-04 09:31:25,49
1,2019-06-04 09:08:32,2019-06-04 11:06:38,64
2,2019-06-04 09:25:43,2019-06-04 10:43:10,143
1,2019-06-04 10:52:19,2019-06-04 10:43:45,60
2,2019-06-04 10:31:15,2019-06-04 11:31:58,133
1,2019-06-04 11:07:44,2019-06-04 11:36:00,74
2,2019-06-04 11:33:07,2019-06-04 12:38:00,148
2,2019-06-04 12:00:12,2019-06-04 13:44:11,163
1,2019-06-04 12:40:39,2019-06-04 13:43:00,75
2,2019-06-04 13:02:41,2019-06-04 14:20:27,244
1,2019-06-04 13:58:32,2019-06-04 14:17:06,108
1,2019-06-04 14:40:28,2019-06-04 15:39:30,122
2,2019-06-04 14:19:51,2019-06-04 15:54:32,303
1,2019-06-04 15:59:18,2019-06-04 16:33:31,160
2,2019-06-04 15:50:58,2019-06-05 15:26:18,315
2,2019-06-04 16:21:14,2019-06-04 17:51:18,346
1,2019-06-04 16:14:54,2019-06-04 17:16:58,133
2,2019-06-04 17:01:17,2019-06-04 18:09:08,284
1,2019-06-04 17:22:47,2019-06-04 18:19:34,170
2,2019-06-04 18:14:15,2019-06-04 19:14:15,287
1,2019-06-04 18:55:43,2019-06-04 19:08:17,77
2,2019-06-04 19:49:58,2019-06-04 20:30:17,175
1,2019-06-04 19:23:20,2019-06-04 20:31:38,68
1,2019-06-04 20:22:17,2019-06-04 20:51:28,91
2,2019-06-04 20:11:50,2019-06-04 21:33:00,243
1,2019-06-04 21:54:53,2019-06-04 21:53:34,55
2,2019-06-04 21:56:42,2019-06-04 22:38:09,141
2,2019-06-04 22:00:33,2019-06-04 23:21:34,144
1,2019-06-04 22:26:52,2019-06-04 22:39:47,42
2,2019-06-04 23:02:51,2019-06-05 00:07:02,147
1,2019-06-04 23:21:38,2019-06-05 00:24:54,47
2,2019-06-05 00:07:26,2019-06-05 01:30:25,108
1,2019-06-05 00:02:18,2019-06-05 00:41:03,29
1,2019-06-05 01:52:05,2019-06-05 01:44:09,20
2,2019-06-05 01:58:01,2019-06-05 01:28:37,57
2,2019-06-05 02:18:37,2019-06-05 02:31:22,26
1,2019-06-05 02:00:29,2019-06-05 02:49:23,10
1,2019-06-05 03:51:40,2019-06-05 04:19:19,2
2,2019-06-05 03:51:39,2019-06-05 03:38:15,9
1,2019-06-05 04:46:53,2019-06-05 05:01:34,9
2,2019-06-05 04:28:54,2019-06-05 05:31:59,26
2,2019-06-05 05:57:22,2019-06-05 06:03:30,125
1,2019-06-05 05:48:02,2019-06-05 06:04:18,6
2,2019-06-05 06:48:47,2019-06-06 06:26:54,159
1,2019-06-05 06:06:49,2019-06-05 07:00:34,38
1,2019-06-05 07:38:30,2019-06-05 08:01:34,29
2,2019-06-05 07:38:27,2019-06-05 08:18:41,123
2,2019-06-05 08:04:44,2019-06-05 09:41:28,117
1,2019-06-05 08:07:53,2019-06-05 09:54:48,38
2,2019-06-05 09:25:22,2019-06-05 10:31:06,98
1,2019-06-05 09:28:34,2019-06-05 10:20:42,44
2,2019-06-05 10:32:27,2019-06-05 11:06:52,152
1,2019-06-05 10:53:19,2019-06-05 11:52:19,58
1,2019-06-05 11:12:46,2019-06-05 12:19:00,42
2,2019-06-05 11:37:31,2019-06-05 12:41:56,166
2,2019-06-05 12:09:36,2019-06-05 13:52:39,246
1,2019-06-05 12:02:30,2019-06-05 13:38:18,83
1,2019-06-05 13:48:11,2019-06-05 14:35:06,93
2,2019-06-05 13:13:52,2019-06-05 14:43:36,273
1,2019-06-05 14:04:35,2019-06-05 15:50:14,126
2,2019-06-05 14:15:55,2019-06-05 16:18:05,374
2,2019-06-05 15:42:54,2019-06-06 14:58:25,321
1,2019-06-05 15:40:32,2019-06-05 16:53:09,145
1,2019-06-05 16:23:01,2019-06-05 17:16:06,137
2,2019-06-05 16:53:09,2019-06-05 18:13:11,427
4,2019-06-05 16:51:08,2019-06-05 18:01:57,2
1,2019-06-05 17:36:36,2019-06-05 18:56:28,162
2,2019-06-05 17:28:44,2019-06-05 19:15:48,366
2,2019-06-05 18:01:16,2019-06-05 19:38:17,292
1,2019-06-05 18:51:04,2019-06-05 19:39:16,90
2,2019-06-05 19:02:11,2019-06-06 19:01:08,193
1,2019-06-05 19:14:49,2019-06-05 20:44:30,56
2,2019-06-05 20:00:53,2019-06-05 21:37:47,201
1,2019-06-05 20:49:04,2019-06-05 21:22:44,59
1,2019-06-05 21:28:46,2019-06-05 22:14:56,56
2,2019-06-05 21:33:55,2019-06-05 22:30:10,212
2,2019-06-05 22:08:49,2019-06-06 21:52:11,197
1,2019-06-05 22:25:04,2019-06-05 22:53:55,57
2,2019-06-05 23:02:17,2019-06-06 00:48:40,212
1,2019-06-05 23:42:05,2019-06-06 00:06:30,38
2,2019-06-06 00:07:15,2019-06-06 01:38:33,55
1,2019-06-06 00:00:04,2019-06-06 00:49:58,30
2,2019-06-06 01:11:50,2019-06-06 02:29:19,164
1,2019-06-06 01:55:52,2019-06-06 01:47:18,32
2,2019-06-06 02:19:25,2019-06-06 03:09:57,119
1,2019-06-06 02:38:51,2019-06-06 02:50:10,17
1,2019-06-06 03:30:48,2019-06-06 03:45:35,4
2,2019-06-06 03:23:34,2019-06-06 04:04:30,22
2,2019-06-06 04:32:44,2019-06-06 05:33:16,30
1,2019-06-06 04:27:15,2019-06-06 05:07:40,14
2,2019-06-06 05:35:16,2019-06-07 05:21:15,110
1,2019-06-06 05:53:04,2019-06-06 06:40:29,18
2,2019-06-06 06:15:01,2019-06-06 07:42:56,108
1,2019-06-06 06:19:20,2019-06-06 07:36:26,28
2,2019-06-06 07:30:38,2019-06-07 07:36:48,195
1,2019-06-06 07:20:47,2019-06-06 07:42:43,61
2,2019-06-06 08:00:19,2019-06-06 09:41:37,156
1,2019-06-06 08:04:00,2019-06-06 09:02:10,50
2,2019-06-06 09:19:29,2019-06-06 10:49:11,130
1,2019-06-06 09:27:58,2019-06-06 10:44:23,32
1,2019-06-06 10:05:02,2019-06-06 10:43:56,79
2,2019-06-06 10:59:10,2019-06-06 12:39:22,152
1,2019-06-06 11:11:45,2019-06-06 12:27:36,66
2,2019-06-06 11:17:18,2019-06-06 12:37:05,174
1,2019-06-06 12:56:48,2019-06-06 13:06:56,90
2,2019-06-06 12:16:17,2019-06-07 12:20:03,254
2,2019-06-06 13:04:05,2019-06-06 15:10:14,359
1,2019-06-06 13:36:44,2019-06-06 14:26:02,107
2,2019-06-06 14:43:17,2019-06-06 16:09:19,456
1,2019-06-06 14:10:19,2019-06-06 16:16:10,195
1,2019-06-06 15:42:36,2019-06-06 17:32:53,127
2,2019-06-06 15:30:32,2019-06-06 17:02:43,235
2,2019-06-06 16:01:23,2019-06-06 18:20:05,473
1,2019-06-06 16:06:53,2019-06-06 17:55:23,217
2,2019-06-06 17:00:16,2019-06-06 19:12:05,377
1,2019-06-06 17:26:56,2019-06-06 18:59:42,157
2,2019-06-06 18:53:50,2019-06-06 19:55:58,309
1,2019-06-06 18:21:16,2019-06-06 19:50:33,124
1,2019-06-06 19:34:13,2019-06-06 20:19:20,70
2,2019-06-06 19:45:31,2019-06-06 20:53:13,257
1,2019-06-06 20:25:13,2019-06-06 21:29:42,73
2,2019-06-06 20:41:18,2019-06-06 21:35:42,281
1,2019-06-06 21:44:47,2019-06-06 22:05:46,83
2,2019-06-06 21:02:51,2019-06-06 22:51:43,140
2,2019-06-06 22:03:39,2019-06-06 23:31:25,180
1,2019-06-06 22:00:43,2019-06-06 23:15:35,57
2,2019-06-06 23:18:18,2019-06-07 00:30:30,172
1,2019-06-06 23:01:05,2019-06-07 00:20:30,33
1,2019-06-07 00:16:00,2019-06-07 01:18:19,41
2,2019-06-07 00:03:19,2019-06-07 01:23:50,148
2,2019-06-07 01:12:32,2019-06-07 01:29:07,58
1,2019-06-07 02:21:19,2019-06-07 03:04:54,6
2,2019-06-07 02:30:58,2019-06-07 03:18:43,37
2,2019-06-07 03:53:13,2019-06-07 04:18:39,11
2,2019-06-07 04:02:46,2019-06-07 05:28:18,65
1,2019-06-07 04:59:39,2019-06-07 05:11:44,10
2,2019-06-07 05:42:54,2019-06-07 06:17:23,159
1,2019-06-07 05:02:15,2019-06-07 05:52:24,29
1,2019-06-07 06:20:41,2019-06-07 07:03:50,53
2,2019-06-07 06:01:08,2019-06-07 06:35:32,226
2,2019-06-07 07:20:04,2019-06-07 08:37:40,157
1,2019-06-07 07:27:05,2019-06-07 08:40:41,23
2,2019-06-07 08:16:00,2019-06-07 10:01:43,160
1,2019-06-07 08:18:50,2019-06-07 09:58:25,67
2,2019-06-07 09:00:19,2019-06-07 10:35:51,153
1,2019-06-07 09:10:31,2019-06-07 10:42:58,35
2,2019-06-07 10:11:12,2019-06-07 11:41:43,132
1,2019-06-07 10:49:09,2019-06-07 11:31:15,57
2,2019-06-07 11:42:26,2019-06-07 12:56:16,185
1,2019-06-07 11:30:38,2019-06-07 11:47:45,71
2,2019-06-07 12:01:40,2019-06-07 12:47:28,203
1,2019-06-07 12:22:52,2019-06-07 13:00:02,72
1,2019-06-07 13:35:02,2019-06-07 14:01:34,82
2,2019-06-07 13:11:21,2019-06-07 13:46:16,310
2,2019-06-07 14:00:01,2019-06-08 13:51:12,391
1,2019-06-07 14:41:47,2019-06-07 16:02:50,167
1,2019-06-07 15:15:08,2019-06-07 17:18:14,163
2,2019-06-07 15:46:49,2019-06-07 17:08:31,288
1,2019-06-07 16:45:30,2019-06-07 17:10:48,140
2,2019-06-07 16:32:07,2019-06-07 18:26:37,383
2,2019-06-07 17:00:16,2019-06-07 19:06:17,387
1,2019-06-07 17:07:48,2019-06-07 18:21:59,150
2,2019-06-07 18:02:01,2019-06-07 20:06:09,268
1,2019-06-07 18:15:24,2019-06-07 20:04:46,83
2,2019-06-07 19:01:31,2019-06-07 20:28:03,275
1,2019-06-07 19:05:45,2019-06-07 20:14:51,91
2,2019-06-07 20:00:41,2019-06-08 20:45:35,247
1,2019-06-07 20:01:05,2019-06-07 21:54:33,70
1,2019-06-07 21:48:36,2019-06-07 22:08:50,73
2,2019-06-07 21:21:44,2019-06-07 22:37:52,196
2,2019-06-07 22:00:16,2019-06-07 23:40:28,195
1,2019-06-07 22:18:05,2019-06-07 23:05:42,75
2,2019-06-07 23:03:11,2019-06-07 23:36:10,139
1,2019-06-07 23:23:59,2019-06-08 00:02:46,41
2,2019-06-08 00:33:32,2019-06-08 01:26:55,126
1,2019-06-08 00:41:26,2019-06-08 01:05:31,15
1,2019-06-08 01:58:27,2019-06-08 01:58:56,14
2,2019-06-08 01:02:02,2019-06-08 02:30:41,51
2,2019-06-08 02:03:20,2019-06-08 02:25:48,27
1,2019-06-08 02:01:33,2019-06-08 02:41:38,17
2,2019-06-08 03:32:24,2019-06-08 04:16:21,16
1,2019-06-08 03:12:31,2019-06-08 03:44:35,6
2,2019-06-08 04:42:34,2019-06-08 04:28:56,39
1,2019-06-08 04:58:11,2019-06-08 05:09:48,20
2,2019-06-08 05:44:46,2019-06-08 05:48:46,110
1,2019-06-08 05:31:57,2019-06-08 05:47:54,18
2,2019-06-08 06:18:24,2019-06-08 06:52:54,76
1,2019-06-08 06:40:28,2019-06-08 06:52:13,19
2,2019-06-08 07:58:32,2019-06-08 08:31:44,178
1,2019-06-08 07:45:45,2019-06-08 08:27:06,31
1,2019-06-08 08:40:18,2019-06-08 08:57:05,51
2,2019-06-08 08:57:08,2019-06-08 12:34:46,175
2,2019-06-08 09:40:33,2019-06-08 10:32:56,132
1,2019-06-08 09:22:01,2019-06-08 10:04:09,31
2,2019-06-08 10:43:52,2019-06-08 11:22:35,157
1,2019-06-08 10:01:34,2019-06-08 10:42:14,67
2,2019-06-08 11:58:52,2019-06-08 12:32:10,210
1,2019-06-08 11:43:33,2019-06-08 11:58:44,90
1,2019-06-08 12:13:21,2019-06-08 12:59:50,75
2,2019-06-08 12:00:14,2019-06-08 13:50:27,206
2,2019-06-08 13:01:01,2019-06-08 13:43:20,241
1,2019-06-08 13:15:33,2019-06-08 14:23:21,142
2,2019-06-08 14:00:25,2019-06-08 15:43:55,303
1,2019-06-08 14:45:53,2019-06-08 15:30:23,129
1,2019-06-08 15:24:19,2019-06-08 16:21:09,135
2,2019-06-08 15:51:04,2019-06-08 16:46:05,257
1,2019-06-08 16:50:49,2019-06-08 17:20:28,128
2,2019-06-08 16:41:41,2019-06-08 17:50:06,287
1,2019-06-08 17:00:41,2019-06-08 18:53:58,141
2,2019-06-08 17:32:45,2019-06-09 17:03:07,336
2,2019-06-08 18:02:24,2019-06-08 19:44:46,260
1,2019-06-08 18:13:48,2019-06-08 19:02:59,114
2,2019-06-08 19:20:03,2019-06-08 20:43:21,200
1,2019-06-08 19:29:58,2019-06-08 20:31:51,94
2,2019-06-08 20:41:06,2019-06-08 22:01:38,239
1,2019-06-08 20:29:09,2019-06-08 20:48:04,86
2,2019-06-08 21:02:26,2019-06-08 21:53:50,165
1,2019-06-08 21:29:03,2019-06-08 22:24:15,124
2,2019-06-08 22:00:19,2019-06-08 23:41:46,197
1,2019-06-08 22:25:26,2019-06-08 23:03:06,55
2,2019-06-08 23:23:19,2019-06-09 00:29:17,139
1,2019-06-08 23:09:23,2019-06-09 00:19:26,58
1,2019-06-09 00:41:54,2019-06-09 00:36:22,17
2,2019-06-09 00:32:23,2019-06-09 01:26:46,54
2,2019-06-09 01:20:10,2019-06-09 01:40:36,27
1,2019-06-09 01:46:23,2019-06-09 01:37:26,7
1,2019-06-09 02:17:47,2019-06-09 02:35:53,5
2,2019-06-09 02:15:49,2019-06-09 03:11:05,35
1,2019-06-09 03:26:06,2019-06-09 03:55:08,12
2,2019-06-09 03:33:19,2019-06-09 03:29:43,21
2,2019-06-09 04:08:12,2019-06-10 04:40:01,51
1,2019-06-09 04:23:01,2019-06-09 04:36:36,22
2,2019-06-09 05:06:12,2019-06-10 04:59:35,125
1,2019-06-09 05:46:57,2019-06-09 05:37:43,32
2,2019-06-09 06:15:08,2019-06-09 07:26:16,141
1,2019-06-09 06:25:01,2019-06-09 06:57:55,47
2,2019-06-09 07:45:03,2019-06-09 07:42:18,104
1,2019-06-09 07:15:29,2019-06-09 08:20:07,56
2,2019-06-09 08:26:24,2019-06-09 08:36:15,151
1,2019-06-09 08:49:42,2019-06-09 09:34:52,60
2,2019-06-09 09:02:51,2019-06-09 09:54:06,157
1,2019-06-09 09:27:04,2019-06-09 10:20:34,38
2,2019-06-09 10:00:22,2019-06-09 10:57:51,178
1,2019-06-09 10:58:46,2019-06-09 10:45:40,54
2,2019-06-09 11:13:19,2019-06-09 12:30:17,191
1,2019-06-09 11:23:23,2019-06-09 11:38:57,64
1,2019-06-09 12:33:32,2019-06-09 12:51:47,69
2,2019-06-09 12:47:30,2019-06-09 14:03:00,258
2,2019-06-09 13:00:29,2019-06-09 14:39:45,426
1,2019-06-09 13:59:15,2019-06-09 14:37:12,124
2,2019-06-09 14:14:36,2019-06-09 15:31:40,439
1,2019-06-09 14:00:47,2019-06-09 15:50:34,156
2,2019-06-09 15:00:02,2019-06-09 15:07:09,525
1,2019-06-09 15:40:15,2019-06-09 15:29:05,173
2,2019-06-09 16:56:09,2019-06-09 17:52:52,476
1,2019-06-09 16:27:40,2019-06-09 17:25:53,143
2,2019-06-09 17:01:09,2019-06-09 18:38:03,401
1,2019-06-09 17:08:53,2019-06-09 18:23:45,137
2,2019-06-09 18:01:04,2019-06-09 19:20:44,333
1,2019-06-09 18:38:09,2019-06-09 19:06:09,91
2,2019-06-09 19:00:51,2019-06-09 20:46:48,391
1,2019-06-09 19:40:27,2019-06-09 19:51:15,152
2,2019-06-09 20:00:40,2019-06-09 21:46:37,368
1,2019-06-09 20:10:29,2019-06-09 21:07:22,98
2,2019-06-09 21:00:19,2019-06-09 22:14:37,276
1,2019-06-09 21:51:07,2019-06-09 22:07:16,74
4,2019-06-09 21:08:20,2019-06-09 21:47:29,2
2,2019-06-09 22:05:38,2019-06-09 23:35:14,221
1,2019-06-09 22:00:50,2019-06-09 23:13:44,25
2,2019-06-09 23:02:39,2019-06-10 00:19:14,204
1,2019-06-09 23:21:30,2019-06-09 23:53:49,59
2,2019-06-10 00:00:12,2019-06-10 01:26:18,139
1,2019-06-10 00:53:02,2019-06-10 00:37:38,35
2,2019-06-10 01:01:00,2019-06-10 02:25:41,72
1,2019-06-10 01:31:52,2019-06-10 01:39:13,25
2,2019-06-10 02:15:20,2019-06-10 03:00:46,23
1,2019-06-10 02:03:01,2019-06-10 02:26:34,9
2,2019-06-10 03:56:04,2019-06-10 03:49:22,36
1,2019-06-10 03:42:16,2019-06-10 04:15:05,12
1,2019-06-10 04:01:43,2019-06-10 04:51:43,21
2,2019-06-10 04:12:51,2019-06-10 05:26:50,94
2,2019-06-10 05:35:19,2019-06-10 06:39:49,190
1,2019-06-10 05:46:56,2019-06-10 06:00:18,54
2,2019-06-10 06:01:57,2019-06-10 07:35:58,201
1,2019-06-10 06:25:32,2019-06-10 07:47:51,59
1,2019-06-10 07:08:32,2019-06-10 07:59:04,38
2,2019-06-10 07:24:52,2019-06-10 07:46:08,152
2,2019-06-10 08:02:01,2019-06-10 08:38:30,149
1,2019-06-10 08:21:55,2019-06-10 09:04:57,54
2,2019-06-10 09:00:27,2019-06-10 10:21:33,171
1,2019-06-10 09:39:31,2019-06-10 10:24:39,43
1,2019-06-10 10:18:01,2019-06-10 10:50:36,77
2,2019-06-10 10:01:31,2019-06-11 00:00:00,216
2,2019-06-10 11:01:17,2019-06-10 12:53:37,212
1,2019-06-10 11:13:55,2019-06-10 12:31:45,84
2,2019-06-10 12:45:18,2019-06-10 13:54:06,184
1,2019-06-10 12:34:37,2019-06-10 13:52:18,57
2,2019-06-10 13:03:31,2019-06-10 14:58:55,281
1,2019-06-10 13:46:19,2019-06-10 14:53:48,119
1,2019-06-10 14:58:27,2019-06-10 16:13:07,103
2,2019-06-10 14:23:39,2019-06-10 14:19:44,439
